id	x	y
304	-2.3872092	3.0471027
305	-7.421117	28.171818
306	-6.2444324	-35.447002
307	-8.076555	17.911453
308	8.284358	-30.106445
309	-20.03004	-5.666857
310	-7.341038	7.0510855
311	22.967953	4.123729
312	-22.84897	-4.0921216
313	28.525253	-10.582925
314	29.534233	25.646906
315	15.05018	24.519003
316	-2.5458598	-4.010549
317	8.24736	16.06068
318	19.305744	-20.506084
319	10.167629	-27.160246
320	19.75572	-35.86755
321	-0.87525654	-10.86667
322	10.093451	27.415
323	13.310803	20.397207
324	-21.261227	-37.08052
325	10.638079	-4.0707135
326	16.800207	2.3469288
327	6.422111	20.377052
328	-21.206448	-15.59942
329	-20.271374	1.0584165
330	14.256372	1.533605
331	-35.688553	-13.823807
332	-28.12825	-0.5516088
333	-7.1097193	-28.415667
334	0.4241289	12.810968
335	-28.47492	-25.461374
336	16.27016	-19.909006
337	13.9570265	15.715424
338	11.968359	28.557798
339	27.820986	-2.448729
340	-18.518583	-1.5549884
341	5.7235436	33.358788
342	15.63111	-30.715782
343	26.086569	36.21474
344	-10.946598	-4.07511
345	-24.663162	-19.969599
346	-17.68557	23.425896
347	-0.8933755	-4.9923587
348	38.417294	-6.5029044
349	19.23771	-34.65464
350	-17.741184	-17.769043
351	-10.566043	27.836485
352	33.564693	-14.7181635
353	5.4144897	19.584547
354	-21.570978	9.668736
355	32.45473	3.4229403
356	-15.811888	5.284406
357	15.8580065	14.332713
358	18.35112	-13.169425
359	3.7311442	1.0146216
360	21.526787	31.067272
361	-2.846601	14.734264
362	-4.606533	0.66038823
363	8.110401	0.97387314
364	-10.4664755	0.52329993
365	40.38608	29.456987
366	34.410107	13.339985
367	-13.062705	-1.7522155
368	24.084593	-28.128761
369	16.22432	14.011835
370	-28.92782	-3.5106227
371	-16.754225	-31.53805
372	-8.023326	23.765995
373	-5.249483	-16.66373
374	-11.878121	12.296944
375	44.207077	0.42757916
376	13.833357	37.449078
377	-21.45314	-17.26725
378	8.15964	7.35558
379	13.457697	0.68191886
380	-12.575364	12.842895
381	12.950593	34.921146
382	-2.5976	10.536806
383	-26.768122	2.0189316
384	-43.83681	-3.0157864
385	-17.119291	-19.974176
386	12.314355	36.157116
387	41.047703	0.89915705
388	18.354057	10.431551
389	-7.31702	-15.713736
390	-18.220146	6.050258
391	2.454155	43.67597
392	20.523964	35.438683
393	-25.926786	-13.044499
394	20.480034	1.6089092
395	37.291603	33.588684
396	8.525885	-7.2086926
397	-12.276388	-24.749847
398	-23.107937	-6.457562
399	-21.980934	2.9509873
400	-16.225462	-2.3905284
401	-26.614223	28.586094
402	9.338387	1.7969078
403	3.3796165	10.722314
404	-10.95766	-1.1764184
405	-7.2442575	-12.056171
406	-6.9394145	33.876213
407	-36.765667	-21.779686
408	38.334324	31.544088
409	-25.017956	-0.8935736
410	18.445677	7.2153945
411	32.05332	16.026398
412	-1.0429924	8.006529
413	9.853478	-19.89752
414	36.299408	-8.523557
415	-21.867641	-28.845537
416	14.820704	17.374632
417	-17.437841	-26.756577
418	-24.307247	-15.00987
419	5.627227	4.331875
420	4.5177274	-2.2648027
421	-12.075848	0.14329284
422	6.3799906	11.496693
423	-22.060009	11.897756
424	10.456905	-13.005963
425	-12.415155	6.7839146
426	-3.4433827	5.099857
427	-16.769278	15.487056
428	11.002635	-5.8575206
429	-24.032276	-19.252022
430	-7.768888	15.636412
431	9.498649	-18.4763
432	-6.3968115	26.491692
433	-14.043248	-22.480154
434	11.736365	-14.017363
435	20.988546	-15.375197
436	16.228903	21.945814
437	20.156765	7.411974
438	-6.697243	0.030435126
439	33.045555	5.7880344
440	-26.069004	-19.548983
441	-11.3080635	-31.428642
442	3.9563026	-22.25349
443	6.1802044	-4.375448
444	-32.048183	-13.5631485
445	12.011539	-8.963108
446	-29.456684	-30.071688
447	-24.66955	-16.982841
448	32.919743	32.79557
449	-19.00179	0.46053872
450	-31.469528	-19.217531
451	6.3462944	46.374004
452	11.092821	21.02578
453	8.59534	25.77912
454	44.189297	17.340233
455	0.34014294	-1.097852
456	-7.1782846	17.680906
457	-16.308712	-1.5356658
458	26.914062	18.03683
459	22.827442	-34.84308
460	5.7432747	34.798958
461	8.978949	-5.5644274
462	27.526829	26.423784
463	-9.565275	21.28153
464	-9.726489	7.455676
465	17.526884	-25.484838
466	2.6454039	16.944078
467	26.144814	-1.4234141
468	-28.780222	9.36446
469	-21.00646	1.1634283
470	12.989837	8.26435
471	-31.352201	-23.525208
472	-23.770342	6.2186747
473	-10.40236	-27.735771
474	-16.656206	-33.683456
475	-3.5488768	25.502213
476	6.239437	40.252472
477	-27.61661	-35.28545
478	-13.502849	-4.922648
479	3.3105133	10.760496
480	16.472755	1.2856013
481	17.697807	8.66418
482	19.5548	5.944945
483	30.135347	1.2987572
484	-5.079974	-9.996169
485	-18.344988	-1.3121171
486	21.906963	9.187746
487	-4.551698	19.124794
488	-6.789937	13.26138
489	-19.22742	-21.816021
490	37.265965	2.6739893
491	-20.191772	-26.042604
492	-34.570568	-21.647493
493	-19.03468	-23.857014
494	6.2043953	25.170424
495	11.764252	19.588478
496	-17.383995	-13.791914
497	0.103349894	-9.937265
498	-4.0609326	-23.929928
499	-14.911352	-29.090364
500	25.89632	9.442977
501	20.31813	-2.7947564
502	-0.20168729	4.513186
503	-15.634333	18.351675
504	-26.61368	28.586527
505	-12.560038	-30.328812
506	-2.2627058	28.052097
507	2.721703	16.450321
508	39.205967	-5.7394176
509	10.254046	36.038303
510	27.526072	-9.007074
511	-25.086514	-2.9525685
512	7.1222115	1.7619067
513	-30.135506	11.543262
514	-23.742609	6.250633
515	-13.546572	17.809225
516	10.632777	16.402239
517	29.71693	12.951846
518	0.7429839	9.944166
519	-18.706419	-2.6327477
520	5.68232	31.639112
521	-23.065199	-16.04042
522	11.705131	16.93814
523	13.508145	5.347198
524	14.166341	19.721367
525	19.09254	22.246264
526	-4.913347	3.3177547
527	-17.25766	-6.684066
528	-13.058652	16.005373
529	-25.163427	-24.002169
530	26.000189	-6.598426
531	21.29306	-34.9315
532	10.464952	19.2941
533	16.460949	18.709347
534	6.05332	-4.2217064
535	-1.1123208	-19.99351
536	40.295746	2.7164698
537	-37.94091	-16.693016
538	-12.237976	26.345488
539	2.5751548	9.231455
540	27.576448	24.143524
541	22.933754	-18.520327
542	-18.82241	-20.850153
543	-27.403181	-15.180247
544	-11.9572735	12.308004
545	8.305869	-31.681126
546	39.323574	14.02388
547	6.96345	10.933189
548	21.061354	30.307926
549	31.389448	12.594207
550	-16.64751	-4.605672
551	8.893625	-6.389874
552	27.030092	-3.6954007
553	5.4466815	7.4094343
554	-41.06149	7.1316586
555	20.634352	5.1156907
556	-4.375053	3.4256556
557	-39.97246	-17.868582
558	-23.07178	8.790398
559	-1.4606206	31.553455
560	4.076258	-19.38038
561	40.21714	11.352198
562	9.174107	2.102686
563	-31.065283	11.48061
564	1.285842	32.054653
565	-7.522061	-1.9747521
566	11.297761	-17.024036
567	-8.713654	-15.166435
568	26.77698	21.28248
569	14.52661	17.017694
570	8.047	22.941265
571	-4.8266673	-1.6765013
572	9.379635	-26.66968
573	-0.7625157	11.498387
574	28.331316	26.892925
575	-12.348832	23.035767
576	-19.91428	-22.204727
577	-19.797428	1.0922095
578	-19.56	5.995625
579	-11.425702	-23.30457
580	19.762657	-5.9618444
581	16.264381	25.231823
582	-1.7806395	9.047107
583	20.125662	24.707054
584	0.87728083	21.42561
585	-1.5747412	-6.738061
586	-3.5580773	24.219221
587	18.761856	18.978476
588	-35.965496	1.5717636
589	24.299606	-29.352297
590	8.683255	17.942896
591	-0.7348258	20.971869
592	-9.342677	-17.58639
593	39.4098	12.55621
594	19.658695	9.327184
595	2.5103807	-31.075024
596	10.364554	25.217001
597	35.911682	21.06251
598	7.122599	-8.559371
599	0.35111657	-18.743647
600	39.411324	12.552883
601	18.022005	-7.294254
602	-30.698917	-26.405373
603	17.542627	-10.364566
604	7.098523	-5.9273386
605	-2.883302	0.6388103
606	-0.85093963	3.7345002
607	1.8285304	32.100986
608	-0.6542636	-21.052574
609	-1.0095483	-20.221165
610	-26.37186	21.120182
611	-29.153221	-32.205605
612	-24.518494	-22.205019
613	21.931873	0.009751873
614	12.056506	-9.878489
615	-13.616456	-17.499987
616	3.652492	-20.300264
617	14.006426	-13.4357605
618	5.523467	-0.3389922
619	-17.447428	-37.270298
620	23.503984	-8.760354
621	5.3580346	18.830927
622	-10.8615265	-25.990643
623	-33.774822	4.797206
624	-2.008366	-9.470869
625	-32.590145	-10.096257
626	-12.976181	19.330723
627	-7.686282	0.5402911
628	-27.333042	-8.103913
629	-1.0547365	19.183523
630	-14.4489155	-13.119217
631	-37.084316	23.662224
632	-15.07418	-15.832303
633	-21.180044	-10.474445
634	12.523113	23.481112
635	15.920184	6.6468344
636	22.10749	1.6025034
637	5.7461243	34.77047
638	15.549112	18.989302
639	-32.750946	-29.54157
640	23.846931	7.208489
641	37.999813	-7.510293
642	-30.62333	-20.059217
643	-11.31273	1.6649934
644	-6.052018	20.9048
645	-5.583951	9.392932
646	-36.673767	-20.406818
647	12.127731	-14.032369
648	33.326866	7.377223
649	-28.990494	-22.216259
650	-33.82495	-29.019783
651	1.7243453	11.899112
652	-28.014158	-34.730774
653	-11.687636	-1.7499194
654	-7.763808	-21.951519
655	-17.612394	12.864941
656	9.434063	-6.86843
657	12.890371	10.267212
658	-13.977623	7.820517
659	5.9571223	26.971981
660	2.552193	-5.9208226
661	-10.576589	15.947673
662	39.18648	-8.276986
663	25.950655	-21.232561
664	-22.725222	-9.588072
665	12.941329	45.8591
666	-13.555835	-29.752657
667	-1.6947266	16.042812
668	-4.176058	13.995086
669	-18.518932	-10.657221
670	21.901075	6.6312957
671	3.0612683	-23.124546
672	-6.0840664	20.938686
673	-26.114382	-21.306852
674	-17.237461	2.3490932
675	-6.3489814	11.310471
676	-8.515789	9.431763
677	-27.095188	-30.914425
678	22.924126	7.7781954
679	15.066126	14.914689
680	-1.8274262	9.016694
681	23.852325	20.546974
682	-4.6043205	11.142569
683	-41.058273	7.1013823
684	-6.3141294	-4.129746
685	-21.174215	-36.992332
686	5.116127	22.481863
687	-19.676895	-38.050667
688	-4.0425406	-23.934044
689	35.628326	17.146965
690	-18.48894	-19.038832
691	-16.763218	19.38725
692	-12.385998	-24.842928
693	37.77981	32.54233
694	-13.452462	-10.93712
695	-26.36047	-10.526458
696	5.4321203	19.621986
697	9.528845	-10.857849
698	7.810649	24.396725
699	-42.83357	-3.8002946
700	31.576384	8.744903
701	0.9293214	-15.108263
702	16.293932	27.52396
703	-33.94423	-17.906752
704	17.609987	-17.286509
705	-22.28113	-35.888233
706	23.6238	21.040018
707	-12.396067	23.05163
708	-19.742083	-20.227346
709	0.033297982	-36.432297
710	44.191048	17.341555
711	28.141531	42.813217
712	-8.766841	-36.90158
713	12.481619	17.069094
714	-20.897299	27.404446
715	-10.39256	18.753172
716	10.47672	36.00882
717	-6.3854647	-5.999771
718	-21.613892	-32.42072
719	15.8470335	30.841284
720	-33.924862	4.8194056
721	24.909084	-20.859612
722	16.665094	-6.9709415
723	-6.4920416	-7.227821
724	11.788188	30.029139
725	-7.463018	-17.268665
726	14.868211	-9.326155
727	-9.328183	2.344654
728	-16.520718	8.337577
729	3.874156	6.219694
730	-24.049196	-14.438012
731	-10.422749	-10.596503
732	27.132318	-11.102957
733	-18.78553	-29.47826
734	8.414566	25.664642
735	-17.165426	-15.688194
736	-0.9040708	26.0526
737	7.7246213	13.880089
738	-27.778297	-32.936127
739	-6.3990445	-5.609125
740	16.1397	19.776571
741	2.3580163	-3.7102015
742	-28.689793	-18.731367
743	11.512112	-13.824629
744	-5.6463666	-27.160559
745	-3.5910947	24.730848
746	-19.935255	5.927285
747	26.07678	36.226334
748	11.329301	-20.599546
749	-20.719486	-28.270817
750	-4.0984883	-30.80962
751	1.7975277	17.653301
752	-6.4281106	-36.163124
753	1.8284292	13.357025
754	5.765687	16.200428
755	6.2421527	40.24865
756	-4.3383183	13.1076765
757	20.630161	-0.67372954
758	-7.667971	10.799468
759	37.84022	-6.9001913
760	-22.57564	-20.603287
761	-15.169916	-26.761013
762	-7.189437	-12.08728
763	-33.192852	-10.155305
764	-1.3929421	-10.792285
765	20.734026	13.487216
766	-30.893353	-22.104416
767	9.541956	-3.0090184
768	-7.0609074	-29.63245
769	3.25497	21.263348
770	-8.323535	-5.5063086
771	-4.5339136	29.262918
772	-2.2021744	12.117258
773	38.06322	-7.4681025
774	28.442665	6.416522
775	1.9212725	22.926981
776	2.7333543	4.663731
777	28.170849	26.511644
778	42.14121	27.06063
779	-17.625992	-34.925503
780	34.506245	8.341586
781	24.025663	-16.980234
782	18.914507	19.050707
783	3.965746	23.031181
784	9.495821	-10.507333
785	-1.8596483	-11.384041
786	-15.445445	-19.443748
787	-25.9582	-36.844612
788	20.68326	-29.089443
789	-4.550095	-18.397081
790	6.512827	-1.9397329
791	-2.90604	-26.89222
792	5.262711	-21.29698
793	28.933693	-17.14232
794	-10.713893	-21.998835
795	-12.812012	29.450048
796	-15.362492	1.6723201
797	-19.540476	-16.26521
798	-13.522805	-4.8697295
799	-19.578037	-13.733903
800	-34.935284	-10.786038
801	32.599483	19.6637
802	-13.034489	-16.881626
803	-10.283218	18.03621
804	4.473763	4.2029123
805	-11.601007	5.11164
806	-14.659204	14.555254
807	17.136597	16.12544
808	-13.679859	-29.718294
809	18.007416	-2.4409814
810	-5.2446866	5.856413
811	1.3456835	19.664543
812	12.212512	14.698001
813	0.9669667	36.65714
814	11.916778	15.974188
815	-1.818444	-1.5129699
816	-31.221678	16.393047
817	-11.166663	-38.08564
818	7.7341614	-15.549228
819	4.7639217	-25.958378
820	0.46712118	19.832531
821	-34.84618	-35.88447
822	-20.009525	-32.90224
823	19.50918	6.0037246
824	33.324295	7.061518
825	-12.007451	-45.407894
826	13.69202	1.9956806
827	9.8263235	8.783899
828	-4.378183	43.188602
829	33.90326	-2.071471
830	23.308327	3.0040536
831	-2.733763	0.64594597
832	-7.492119	-34.00556
833	-12.8570595	1.5695429
834	28.152067	42.82732
835	18.812035	15.70335
836	15.630212	-24.983881
837	14.672279	23.202751
838	37.74564	-21.277231
839	17.581495	-0.024912568
840	-26.92114	21.055424
841	-28.501682	-12.237264
842	2.0321655	-12.355277
843	-29.26332	-15.193526
844	-2.4034305	-15.247682
845	27.921703	25.58576
846	-36.41513	-18.161724
847	-7.3894706	6.7776403
848	-37.633816	13.856118
849	-37.719128	-22.218977
850	29.467709	20.091446
851	24.023087	-27.953226
852	23.152758	0.94358015
853	23.713623	27.550144
854	-2.5788398	6.3537307
855	-7.5193176	41.955513
856	36.96688	32.183567
857	4.154693	-15.655001
858	-23.443361	-12.624942
859	-1.3891375	-20.484734
860	7.0168815	17.889114
861	12.650617	16.505049
862	5.857253	12.233128
863	27.145267	10.876103
864	-8.979264	11.765936
865	20.886335	-7.1675577
866	-12.227082	26.243011
867	0.6356274	28.451118
868	-4.983068	-13.209664
869	40.84834	2.973204
870	-18.642904	-34.99048
871	-28.559397	-21.538414
872	-19.428942	-6.9240937
873	1.4709337	-2.4312804
874	-23.457306	-31.939968
875	21.687487	-35.133
876	-11.455813	32.566254
877	-11.897268	-38.269512
878	10.557226	-1.434528
879	-18.197304	-23.319382
880	22.818172	11.968758
881	-9.561866	3.4242833
882	-17.508436	-22.522045
883	-26.61808	3.083112
884	20.52376	35.44009
885	25.872398	-0.6933557
886	6.1151786	-13.62252
887	28.605103	8.723063
888	-13.664984	-0.3264206
889	20.949427	18.045038
890	-34.79387	-35.84603
891	-14.232051	-8.696699
892	-11.473627	37.402
893	-7.0983276	8.45743
894	13.593552	-12.204565
895	13.307771	39.816055
896	16.000504	-6.614357
897	-10.39204	-10.566783
898	-4.6091266	-19.193632
899	28.687014	16.505293
900	0.7492939	-8.889054
901	-16.61107	28.547367
902	42.378414	27.241833
903	5.6261897	24.561575
904	-21.471647	-3.677011
905	-11.00319	-29.70758
906	4.3732424	14.044218
907	27.016872	10.8465
908	12.23419	1.2650436
909	33.561203	-14.705658
910	2.8599381	18.736502
911	2.2037995	39.866077
912	18.133446	5.693682
913	4.4970713	29.796494
914	6.4818587	-26.164686
915	18.25943	1.4644784
916	-15.786831	18.050905
917	24.944933	-13.445553
918	6.434094	8.711689
919	13.338119	-3.5668228
920	-1.4851	-4.5008473
921	-27.033567	-17.276289
922	-10.140861	10.535114
923	0.90140265	-15.120646
924	1.4053665	-35.75914
925	1.5728233	0.675654
926	-23.82824	19.693703
927	-9.914544	9.354543
928	6.9442596	17.207348
929	2.1672263	2.1825328
930	10.724587	5.3663344
931	-16.133444	-27.263153
932	-13.939296	-24.501665
933	-20.002195	-18.54321
934	-37.685825	-12.167311
935	10.676711	5.166629
936	24.32217	13.63502
937	-22.56926	-0.26263306
938	1.1404545	-35.868847
939	-13.03222	-27.693827
941	21.676577	-37.09053
942	37.960754	33.339333
943	-5.3224835	1.2194718
944	-22.503841	-19.633913
945	25.849075	11.255471
946	-8.779041	-35.889267
947	-6.297263	21.777687
948	-29.256245	-18.650002
949	-0.17488776	-15.338878
950	-23.646193	-26.887234
951	27.825165	-2.4808404
952	1.5580127	7.1313076
953	-6.6804147	15.88724
954	21.444715	-35.653984
955	-0.5274769	2.3886185
956	13.152923	13.95971
957	-19.421677	2.7939413
958	9.662149	27.979979
959	-28.016415	-20.085844
960	18.82628	12.39113
961	-39.54257	-15.219754
962	8.8264265	13.791552
963	9.896232	-26.310547
964	-12.130209	-45.400486
965	-4.8960404	-5.7591596
966	-17.595787	-5.5746875
967	-16.22591	35.625603
968	9.265448	-20.929632
969	26.764053	26.049147
970	-12.536664	4.9699707
971	14.08024	22.282238
972	23.16334	18.221386
973	-33.878315	-20.14391
974	-30.95665	-24.022236
975	21.919691	-35.80451
976	24.399635	4.5679955
977	-32.52448	-12.961746
978	27.316147	12.247043
979	0.41970074	24.01853
980	37.756298	-21.25645
981	0.17442147	18.219168
982	1.9807434	14.893435
983	-21.137274	-11.673627
984	8.551422	5.070674
985	15.965703	5.300999
986	-25.049917	-7.839395
987	-14.842033	-25.428497
988	30.152067	27.349825
989	4.3664093	15.630457
990	-23.051252	-9.121876
991	7.3402057	-0.9455965
992	-4.4539227	16.109121
993	5.4472637	10.550189
994	30.378717	-3.770577
995	10.506018	12.986272
996	-29.286577	12.100858
997	-26.668503	-25.369797
998	-31.336748	-17.477463
999	-12.037159	7.7565117
1000	-36.142273	23.21935
1001	-27.57102	-19.473372
1002	-3.5230777	7.1823153
1003	-29.989191	-7.2972445
1004	-32.380856	-21.03073
1005	-24.62562	21.58783
1006	-21.320852	33.961937
1007	3.9521189	-8.690605
1008	18.624651	18.681183
1009	6.6004057	13.399356
1010	3.0810127	3.089824
1011	41.674862	1.914529
1012	-8.8919	3.8798416
1013	29.136545	23.163715
1014	7.7663217	-3.8713617
1015	9.782788	6.9643507
1016	12.679621	11.252723
1017	-22.094805	12.003523
1018	3.2872248	7.3358407
1019	2.354718	27.244394
1020	12.332771	-20.621298
1021	-24.294949	9.1460495
1022	4.625144	-23.057074
1023	40.271584	-3.413264
1024	-16.425978	-11.611976
1025	13.696895	-17.70136
1026	-19.157558	-29.966213
1027	-8.427319	4.724714
1028	4.691107	7.5616536
1029	-14.903897	-30.85475
1030	5.0884438	2.6065493
1031	8.655235	-37.095535
1032	14.972989	10.607737
1033	7.712502	29.277233
1034	10.813344	-18.642904
1035	3.47848	-6.3203864
1036	-0.94905984	-3.706999
1037	-6.6979203	33.392673
1038	15.989349	-21.776752
1039	20.20637	10.893947
1040	-7.232663	8.583783
1041	27.99504	-9.177186
1042	42.35572	2.875588
